ROUGE-1,ROUGE-2,ROUGE-SU4
0.33333,0.125,0.15789
0.0,0.0,0.0
0.22222,0.125,0.05263
0.0,0.0,0.0
0.0,0.0,0.0
0.4,0.125,0.18182
0.11111,0.0,0.02632
0.11111,0.0,0.02632
0.0,0.0,0.0
0.71429,0.33333,0.38462
0.125,0.0,0.03125
0.5,0.28571,0.1875
0.0,0.0,0.0
0.375,0.14286,0.125
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.25,0.14286,0.09375
0.0,0.0,0.0
0.125,0.0,0.03125
0.125,0.0,0.03125
0.5,0.28571,0.125
0.25,0.0,0.0625
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03125
0.375,0.0,0.125
0.14286,0.0,0.03846
0.57143,0.16667,0.23077
0.0,0.0,0.0
0.0,0.0,0.0
0.28571,0.0,0.03846
0.625,0.42857,0.375
0.11111,0.0,0.02632
0.44444,0.25,0.15789
0.63636,0.4,0.36
0.0,0.0,0.0
0.18182,0.0,0.04
0.0,0.0,0.0
0.33333,0.125,0.15789
0.36364,0.2,0.12
0.11111,0.0,0.02632
0.125,0.0,0.03125
0.11111,0.0,0.02632
0.11111,0.0,0.02632
0.0,0.0,0.0
0.11111,0.0,0.02632
0.11111,0.0,0.02632
0.125,0.0,0.02632
0.0,0.0,0.0
0.11111,0.0,0.02632
0.25,0.0,0.0625
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.0,0.03125
0.125,0.0,0.03125
0.22222,0.125,0.07895
0.22222,0.0,0.05263
0.85714,0.33333,0.53846
0.42857,0.16667,0.15385
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.0,0.0,0.0
0.16667,0.0,0.0
0.14286,0.0,0.03846
0.16667,0.0,0.05
0.28571,0.0,0.03846
0.28571,0.0,0.07692
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.57143,0.16667,0.11538
0.14286,0.0,0.03846
0.28571,0.0,0.07692
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.28571,0.0,0.03846
0.0,0.0,0.0
0.83333,0.2,0.5
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.16667,0.0,0.05
0.66667,0.2,0.35
0.16667,0.0,0.0
0.0,0.0,0.0
0.28571,0.16667,0.11538
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.57143,0.5,0.34615
0.14286,0.0,0.03846
0.125,0.0,0.03125
0.5,0.2,0.15
0.0,0.0,0.0
0.16667,0.0,0.05
0.5,0.2,0.15
0.0,0.0,0.0
0.125,0.0,0.0
0.16667,0.0,0.05
0.16667,0.0,0.05
0.375,0.28571,0.15625
0.0,0.0,0.0
0.85714,0.33333,0.46154
0.16667,0.0,0.0
0.25,0.0,0.0625
0.16667,0.0,0.05
0.25,0.14286,0.09375
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.28571,0.0,0.07692
0.25,0.0,0.0625
0.16667,0.0,0.05
0.42857,0.16667,0.19231
0.25,0.0,0.0625
0.33333,0.2,0.15
0.5,0.14286,0.25
0.57143,0.14286,0.23077
0.25,0.0,0.03846
0.125,0.0,0.03125
0.0,0.0,0.0
0.375,0.2,0.15
0.71429,0.5,0.34615
0.25,0.0,0.09375
0.0,0.0,0.0
0.125,0.0,0.03125
0.14286,0.0,0.03846
0.0,0.0,0.0
0.25,0.0,0.0625
0.0,0.0,0.0
0.125,0.0,0.03125
0.14286,0.0,0.03125
0.0,0.0,0.0
0.25,0.0,0.03125
0.0,0.0,0.0
0.42857,0.0,0.07692
0.0,0.0,0.0
0.42857,0.0,0.09375
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.28571,0.0,0.11538
0.0,0.0,0.0
0.25,0.0,0.0625
0.125,0.0,0.03125
0.375,0.16667,0.1875
0.25,0.0,0.0625
0.125,0.0,0.03125
0.14286,0.0,0.03846
0.28571,0.0,0.07692
0.5,0.28571,0.3125
0.375,0.0,0.125
0.14286,0.0,0.03846
0.0,0.0,0.0
0.42857,0.16667,0.125
0.77778,0.28571,0.36842
0.66667,0.16667,0.30769
0.42857,0.0,0.15385
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5,0.14286,0.15625
0.44444,0.125,0.15789
0.42857,0.0,0.15385
0.42857,0.28571,0.15625
0.44444,0.28571,0.15625
0.375,0.0,0.11538
0.28571,0.0,0.11538
0.88889,0.57143,0.5
0.16667,0.0,0.05
0.125,0.0,0.03125
0.16667,0.0,0.05
0.22222,0.0,0.07895
0.11111,0.0,0.02632
0.0,0.0,0.0
0.22222,0.0,0.02632
0.5,0.2,0.3
0.5,0.14286,0.1875
0.125,0.0,0.03125
0.0,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.125,0.0,0.03125
0.71429,0.33333,0.30769
0.375,0.0,0.125
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.5,0.16667,0.15625
0.28571,0.0,0.11538
0.42857,0.0,0.11538
0.375,0.28571,0.15625
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.42857,0.0,0.19231
0.125,0.0,0.03125
0.125,0.0,0.03125
0.0,0.0,0.0
0.14286,0.0,0.03846
0.25,0.0,0.0625
0.0,0.0,0.0
0.28571,0.0,0.07692
0.125,0.0,0.03125
0.42857,0.0,0.11538
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03846
0.25,0.0,0.03846
0.28571,0.0,0.07692
0.28571,0.0,0.07692
0.14286,0.0,0.03846
0.25,0.14286,0.0625
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.42857,0.0,0.15385
0.14286,0.0,0.03846
0.28571,0.0,0.07692
0.0,0.0,0.0
0.14286,0.0,0.03846
0.57143,0.0,0.19231
0.25,0.0,0.0625
0.125,0.0,0.03125
0.57143,0.0,0.11538
0.42857,0.0,0.15385
0.375,0.28571,0.15625
0.0,0.0,0.0
0.14286,0.0,0.03846
0.14286,0.0,0.03846
1.0,0.4,0.73077
0.44444,0.125,0.26316
0.11111,0.0,0.02632
0.22222,0.0,0.05263
0.16667,0.0,0.0
0.33333,0.0,0.07895
0.11111,0.0,0.02632
0.33333,0.0,0.05
0.22222,0.0,0.07895
0.16667,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.44444,0.0,0.15789
0.33333,0.0,0.07895
0.22222,0.0,0.05263
0.16667,0.0,0.0
0.0,0.0,0.0
0.11111,0.0,0.02632
0.28571,0.0,0.07692
0.22222,0.0,0.05263
0.11111,0.0,0.02632
1.0,0.71429,0.90625
0.14286,0.0,0.03846
0.42857,0.0,0.04545
0.25,0.14286,0.09375
0.3,0.0,0.07692
0.2,0.0,0.06818
1.0,0.85714,0.90625
0.875,0.71429,0.78125
0.22222,0.0,0.03125
0.44444,0.25,0.15789
0.375,0.14286,0.10526
0.25,0.0,0.03125
0.44444,0.28571,0.15789
0.25,0.0,0.03125
0.125,0.0,0.03125
0.22222,0.0,0.07895
0.33333,0.14286,0.10526
0.125,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.22222,0.0,0.07895
0.125,0.0,0.02632
0.0,0.0,0.0
0.11111,0.0,0.02632
0.25,0.0,0.0625
0.42857,0.0,0.11538
0.22222,0.0,0.05263
0.0,0.0,0.0
0.14286,0.0,0.03846
0.33333,0.16667,0.13158
0.42857,0.16667,0.11538
0.0,0.0,0.0
0.14286,0.0,0.03846
0.14286,0.0,0.0
0.44444,0.16667,0.21053
0.0,0.0,0.0
0.0,0.0,0.0
0.9,0.77778,0.7
0.5,0.14286,0.25
0.25,0.14286,0.09375
0.33333,0.0,0.1
0.33333,0.2,0.1
0.375,0.14286,0.1875
0.375,0.0,0.1
0.375,0.14286,0.09375
0.2,0.0,0.05
0.25,0.14286,0.09375
0.16667,0.0,0.03125
0.2,0.0,0.05
1.0,0.71429,0.6875
0.0,0.0,0.0
0.28571,0.0,0.04545
0.5,0.42857,0.3125
0.2,0.0,0.04545
0.57143,0.16667,0.19231
0.3,0.0,0.06818
0.11111,0.0,0.0
0.625,0.28571,0.28125
0.55556,0.42857,0.34211
0.375,0.0,0.09375
0.44444,0.125,0.10526
0.125,0.0,0.03125
0.11111,0.0,0.02632
0.0,0.0,0.0
0.22222,0.125,0.05263
0.0,0.0,0.0
0.33333,0.0,0.10526
0.25,0.14286,0.09375
0.0,0.0,0.0
0.25,0.0,0.0625
0.0,0.0,0.0
0.375,0.0,0.125
0.125,0.0,0.03125
0.11111,0.0,0.0
0.33333,0.0,0.07895
0.375,0.25,0.15789
0.375,0.14286,0.1875
0.22222,0.125,0.07895
0.125,0.0,0.02632
0.125,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.07143
0.66667,0.5,0.4
0.14286,0.0,0.0
0.33333,0.0,0.2
0.33333,0.0,0.0
0.33333,0.0,0.15
0.6,0.0,0.21429
0.0,0.0,0.0
0.2,0.0,0.07143
0.0,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.07143
0.14286,0.0,0.03846
0.33333,0.0,0.03846
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03846
0.33333,0.0,0.1
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.0
0.33333,0.0,0.2
0.16667,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.07143
0.2,0.0,0.07143
0.4,0.25,0.21429
0.0,0.0,0.0
0.2,0.0,0.07143
0.0,0.0,0.0
0.2,0.0,0.07143
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.2
0.28571,0.0,0.07692
0.2,0.0,0.07143
0.42857,0.0,0.2
0.33333,0.0,0.15
0.33333,0.0,0.0
0.2,0.0,0.07143
0.33333,0.0,0.0
0.2,0.0,0.07143
0.2,0.0,0.07143
0.0,0.0,0.0
0.2,0.0,0.07143
0.0,0.0,0.0
0.16667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.1
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03846
0.2,0.0,0.07143
0.16667,0.0,0.0
0.16667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.03846
0.0,0.0,0.0
0.16667,0.0,0.05
0.28571,0.0,0.07143
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.66667,0.88462
0.5,0.14286,0.1875
0.75,0.28571,0.3125
0.4,0.14286,0.13636
0.0,0.0,0.0
0.14286,0.0,0.03846
0.125,0.0,0.03125
0.0,0.0,0.0
0.11111,0.0,0.0
0.625,0.14286,0.40625
0.25,0.0,0.03846
0.5,0.14286,0.21875
0.33333,0.14286,0.09375
0.375,0.14286,0.125
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.14286,0.0625
0.25,0.0,0.0625
0.0,0.0,0.0
0.33333,0.14286,0.11538
0.14286,0.0,0.03846
0.5,0.14286,0.1875
0.55556,0.125,0.26316
0.11111,0.0,0.02632
0.66667,0.25,0.3125
0.33333,0.125,0.07895
0.0,0.0,0.0
0.0,0.0,0.0
0.22222,0.125,0.07895
0.125,0.0,0.0
0.33333,0.125,0.13158
0.11111,0.0,0.0
0.33333,0.125,0.13158
0.33333,0.125,0.10526
0.22222,0.125,0.07895
0.125,0.0,0.03125
0.125,0.0,0.03125
0.22222,0.125,0.07895
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.14286,0.10526
0.33333,0.14286,0.07895
0.75,0.14286,0.34375
0.75,0.28571,0.3125
0.375,0.14286,0.15625
0.375,0.14286,0.1875
0.125,0.0,0.03125
0.5,0.0,0.15625
0.375,0.14286,0.09375
0.25,0.0,0.0625
0.375,0.14286,0.125
0.125,0.0,0.03125
0.375,0.14286,0.15625
0.375,0.14286,0.15625
0.88889,0.375,0.47368
0.375,0.14286,0.10526
0.25,0.0,0.07895
0.25,0.0,0.09375
0.625,0.14286,0.25
0.11111,0.0,0.02632
0.33333,0.14286,0.10526
0.125,0.0,0.03125
0.33333,0.0,0.1
0.33333,0.14286,0.10526
0.375,0.28571,0.15625
0.33333,0.125,0.1
0.0,0.0,0.0
0.25,0.14286,0.0625
0.16667,0.0,0.05
0.09091,0.0,0.0
0.11111,0.0,0.02632
0.25,0.14286,0.09375
0.09091,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.33333,0.14286,0.10526
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.14286,0.15
0.0,0.0,0.0
0.09091,0.0,0.0
0.16667,0.0,0.05
0.16667,0.0,0.0
0.0,0.0,0.0
0.11111,0.0,0.02632
0.42857,0.16667,0.15385
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.14286,0.0625
0.16667,0.0,0.05
0.25,0.0,0.0625
0.125,0.0,0.03125
0.125,0.0,0.03125
0.0,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.25,0.0,0.09375
0.375,0.0,0.09375
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.66667,0.2,0.4
0.16667,0.0,0.05
0.16667,0.0,0.05
0.16667,0.0,0.05
0.33333,0.0,0.15
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.15
0.16667,0.0,0.05
0.16667,0.0,0.05
0.0,0.0,0.0
0.0,0.0,0.0
0.71429,0.5,0.5
0.28571,0.0,0.07692
0.14286,0.0,0.03846
0.28571,0.0,0.11538
0.16667,0.0,0.05
0.0,0.0,0.0
0.16667,0.0,0.05
0.33333,0.0,0.15
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.0,0.0,0.0
0.57143,0.33333,0.23077
0.57143,0.16667,0.30769
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.28571,0.0,0.11538
0.0,0.0,0.0
0.0,0.0,0.0
0.14286,0.0,0.03846
0.71429,0.5,0.46154
0.42857,0.0,0.19231
0.5,0.4,0.25
0.0,0.0,0.0
0.14286,0.0,0.03846
0.0,0.0,0.0
0.42857,0.16667,0.11538
0.14286,0.0,0.0
0.42857,0.33333,0.19231
0.0,0.0,0.0
0.28571,0.0,0.07692
0.14286,0.0,0.0
0.14286,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.1
0.33333,0.0,0.1
0.0,0.0,0.0
0.14286,0.0,0.0
0.28571,0.0,0.05
0.71429,0.375,0.39474
0.42857,0.0,0.11538
0.5,0.125,0.15
0.14286,0.0,0.03846
0.16667,0.0,0.0
0.33333,0.0,0.05
0.16667,0.0,0.05
0.42857,0.0,0.19231
0.33333,0.0,0.05
0.22222,0.125,0.07895
0.16667,0.0,0.05
0.0,0.0,0.0
0.5,0.2,0.1
0.22222,0.0,0.02632
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.88889,0.5,0.42308
0.33333,0.0,0.05263
0.3,0.11111,0.13636
0.5,0.33333,0.34091
0.22222,0.0,0.05263
0.11111,0.0,0.0
0.1,0.0,0.02273
0.6,0.25,0.19231
0.22222,0.0,0.07895
0.22222,0.125,0.07895
0.4,0.125,0.15909
0.3,0.0,0.07895
0.22222,0.0,0.05263
0.1,0.0,0.02273
0.14286,0.0,0.03846
0.44444,0.125,0.19231
0.11111,0.0,0.02632
0.28571,0.16667,0.07692
0.4,0.11111,0.18182
0.11111,0.0,0.02632
0.3,0.125,0.09091
0.75,0.28571,0.375
0.44444,0.25,0.21053
0.375,0.0,0.125
0.22222,0.125,0.07895
0.33333,0.125,0.13158
0.2,0.0,0.07143
0.2,0.0,0.07143
0.0,0.0,0.0
0.11111,0.0,0.02632
0.4,0.0,0.21429
0.2,0.0,0.07143
0.6,0.14286,0.14286
0.2,0.0,0.07143
0.2,0.0,0.07143
0.2,0.0,0.07143
0.4,0.0,0.21429
0.85714,0.5,0.5625
0.375,0.0,0.15625
0.375,0.0,0.125
0.28571,0.16667,0.09375
0.42857,0.16667,0.19231
0.0,0.0,0.0
0.625,0.28571,0.375
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.25,0.0,0.0625
0.375,0.0,0.09375
0.14286,0.0,0.03846
0.42857,0.16667,0.15385
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.28571,0.0,0.11538
1.0,0.625,0.78947
0.875,0.71429,0.53125
0.25,0.0,0.09375
0.25,0.0,0.09375
0.125,0.0,0.03125
0.0,0.0,0.0
0.11111,0.0,0.02632
0.0,0.0,0.0
0.125,0.0,0.0
0.0,0.0,0.0
0.22222,0.0,0.07895
0.22222,0.125,0.07895
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.14286,0.09375
0.125,0.0,0.03125
0.11111,0.0,0.02632
0.22222,0.0,0.05263
0.125,0.0,0.03125
0.125,0.0,0.0
0.125,0.0,0.03125
0.125,0.0,0.03125
0.0,0.0,0.0
0.22222,0.0,0.05263
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
0.125,0.0,0.03125
0.125,0.0,0.03125
0.0,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.25,0.0,0.0625
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.33333,0.0,0.10526
0.0,0.0,0.0
0.25,0.0,0.0625
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
0.125,0.0,0.03125
0.11111,0.0,0.02632
0.0,0.0,0.0
0.0,0.0,0.0
0.375,0.14286,0.1875
0.125,0.0,0.0
0.125,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.375,0.14286,0.1875
0.66667,0.4,0.5
0.22222,0.125,0.05263
0.33333,0.0,0.1
0.16667,0.0,0.05
0.22222,0.0,0.07895
0.0,0.0,0.0
0.33333,0.14286,0.10526
0.25,0.14286,0.09375
0.0,0.0,0.0
0.55556,0.14286,0.21053
0.11111,0.0,0.02632
0.33333,0.14286,0.10526
0.33333,0.2,0.15
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.2,0.15
0.0,0.0,0.0
0.0,0.0,0.0
0.33333,0.0,0.15
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
0.16667,0.0,0.05
0.44444,0.14286,0.21053
0.66667,0.375,0.31579
0.25,0.14286,0.0625
0.33333,0.14286,0.10526
0.33333,0.14286,0.13158
0.22222,0.125,0.05263
0.55556,0.25,0.15789
0.125,0.0,0.03125
0.25,0.14286,0.09375
0.33333,0.14286,0.07895
0.22222,0.125,0.05263
0.25,0.14286,0.09375
0.11111,0.0,0.02632
0.0,0.0,0.0
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.33333,0.0,0.07895
0.22222,0.0,0.05263
0.0,0.0,0.0
0.11111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16667,0.0,0.05
0.0,0.0,0.0
0.25,0.14286,0.0625
0.0,0.0,0.0
0.125,0.0,0.03125
0.125,0.0,0.03125
0.33333,0.14286,0.07895
0.375,0.2,0.15
0.33333,0.2,0.15
0.375,0.2,0.125
0.375,0.14286,0.125
0.125,0.0,0.03125
0.25,0.14286,0.09375
0.33333,0.14286,0.09375
0.33333,0.2,0.15
0.0,0.0,0.0
0.33333,0.125,0.15789
0.16667,0.0,0.05
0.16667,0.0,0.05
0.16667,0.0,0.05
0.88889,0.42857,0.38462
0.14286,0.0,0.03846
0.0,0.0,0.0
0.0,0.0,0.0
0.85714,0.375,0.44737
0.14286,0.0,0.03846
0.28571,0.16667,0.11538
0.14286,0.0,0.03846
0.28571,0.0,0.07692
0.42857,0.16667,0.19231
0.71429,0.33333,0.42308
0.1,0.0,0.02273
0.14286,0.0,0.02273
0.0,0.0,0.0
0.1,0.0,0.02273
0.1,0.0,0.02273
0.14286,0.0,0.03846
0.2,0.0,0.04545
0.14286,0.0,0.0
0.3,0.0,0.11538
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.14286,0.0,0.03846
0.57143,0.33333,0.34615
1.0,0.6,0.65
0.16667,0.0,0.05
0.16667,0.0,0.05
0.125,0.0,0.03125
1.0,0.8,0.85
0.16667,0.0,0.05
0.125,0.0,0.03125
0.0,0.0,0.0
0.2,0.0,0.05
1.0,0.5,0.71429
0.28571,0.0,0.07692
0.5,0.0,0.15
0.4,0.0,0.1
0.42857,0.0,0.11538
0.28571,0.0,0.0
0.28571,0.0,0.11538
0.2,0.0,0.07143
0.66667,0.2,0.15
0.4,0.0,0.21429
0.2,0.0,0.05
0.14286,0.0,0.0
0.33333,0.2,0.1
0.2,0.0,0.07143
0.28571,0.16667,0.11538
0.83333,0.4,0.45
0.16667,0.0,0.05
0.0,0.0,0.0
0.28571,0.16667,0.07692
0.28571,0.16667,0.11538
0.44444,0.25,0.18421
0.14286,0.0,0.03846
0.0,0.0,0.0
0.42857,0.0,0.11538
0.28571,0.0,0.07692
0.22222,0.0,0.05263
0.0,0.0,0.0
0.33333,0.0,0.10526
0.14286,0.0,0.03846
0.42857,0.16667,0.23077
0.16667,0.0,0.02632
0.28571,0.16667,0.11538
0.14286,0.0,0.03846
0.33333,0.125,0.11538
0.33333,0.0,0.11538
0.16667,0.0,0.05
0.0,0.0,0.0
0.33333,0.125,0.07895
1.0,0.5,0.57143
0.6,0.25,0.28571
0.33333,0.0,0.15
0.5,0.2,0.2
0.6,0.25,0.28571
0.28571,0.0,0.07692
0.14286,0.0,0.03846
0.6,0.0,0.21429
0.28571,0.0,0.07692
0.66667,0.2,0.25
0.0,0.0,0.0
0.2,0.0,0.07143
0.4,0.0,0.14286
0.2,0.0,0.07143
0.0,0.0,0.0
0.4,0.0,0.21429
0.33333,0.2,0.15
0.2,0.0,0.0
0.0,0.0,0.0
0.2,0.0,0.07143
0.0,0.0,0.0
0.2,0.0,0.07143
0.2,0.0,0.07143
0.0,0.0,0.0
0.16667,0.0,0.05
0.4,0.0,0.14286
0.2,0.0,0.07143
0.33333,0.0,0.11538
0.33333,0.0,0.15
0.4,0.0,0.14286
0.5,0.2,0.25
0.5,0.0,0.15
0.5,0.2,0.3
0.33333,0.0,0.1
0.14286,0.0,0.03846
0.28571,0.16667,0.07692
0.0,0.0,0.0
0.5,0.0,0.15
0.33333,0.0,0.1
0.0,0.0,0.0
0.2,0.0,0.07143
0.2,0.0,0.0
0.4,0.25,0.21429
0.0,0.0,0.0
0.0,0.0,0.0
0.4,0.25,0.21429
0.14286,0.0,0.03846
0.2,0.0,0.07143
0.0,0.0,0.0
0.6,0.25,0.28571
0.0,0.0,0.0
0.2,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.4,0.25,0.14286
0.33333,0.0,0.07143
0.0,0.0,0.0
0.0,0.0,0.0
0.88889,0.375,0.34211
0.625,0.14286,0.21875
0.25,0.0,0.0625
1.0,0.71429,0.84375
0.44444,0.0,0.23684
0.54545,0.14286,0.16
0.0,0.0,0.0
0.125,0.0,0.02
0.0,0.0,0.0
0.18182,0.0,0.04
0.11111,0.0,0.02632
0.375,0.0,0.125
0.25,0.0,0.0625
0.125,0.0,0.0
0.25,0.0,0.0625
0.25,0.0,0.0625
0.0,0.0,0.0
0.125,0.0,0.03125
0.375,0.0,0.125
0.375,0.14286,0.09375
0.375,0.14286,0.15625
0.0,0.0,0.0
0.33333,0.0,0.10526
0.11111,0.0,0.02632
0.0,0.0,0.0
0.11111,0.0,0.0
0.11111,0.0,0.02632
0.25,0.0,0.03125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.375,0.14286,0.09375
0.25,0.14286,0.09375
0.125,0.0,0.0
0.125,0.0,0.03125
0.8,0.22222,0.38636
0.55556,0.11111,0.125
0.08333,0.0,0.01786
0.11111,0.0,0.02632
0.1,0.0,0.02273
0.0,0.0,0.0
0.2,0.0,0.02273
0.33333,0.125,0.07895
0.3,0.11111,0.09091
0.44444,0.125,0.11364
0.2,0.0,0.06818
0.2,0.0,0.04545
0.4,0.09091,0.125
0.33333,0.125,0.125
0.25,0.0,0.07143
0.71429,0.5,0.38462
0.14286,0.0,0.03846
0.14286,0.0,0.0
0.0,0.0,0.0
0.42857,0.0,0.15385
0.44444,0.125,0.26316
0.42857,0.0,0.15385
0.0,0.0,0.0
0.875,0.42857,0.53125
0.22222,0.0,0.03846
0.55556,0.375,0.21053
0.25,0.0,0.09375
0.11111,0.0,0.0
0.22222,0.0,0.05263
0.0,0.0,0.0
0.14286,0.0,0.03846
0.22222,0.0,0.07895
0.33333,0.125,0.10526
0.0,0.0,0.0
0.14286,0.0,0.0
0.25,0.14286,0.09375
0.25,0.14286,0.09375
0.22222,0.0,0.07895
0.14286,0.0,0.03846
0.0,0.0,0.0
0.55556,0.14286,0.31579
0.33333,0.0,0.06818
0.33333,0.125,0.10526
0.0,0.0,0.0
0.0,0.0,0.0
0.25,0.14286,0.09375
0.28571,0.0,0.11538
0.25,0.14286,0.09375
0.28571,0.0,0.07692
0.83333,0.2,0.6
0.375,0.0,0.1
0.25,0.0,0.0625
0.125,0.0,0.0
0.0,0.0,0.0
0.375,0.0,0.15625
0.16667,0.0,0.05
0.375,0.14286,0.15625
0.5,0.14286,0.1875
0.25,0.0,0.0625
0.125,0.0,0.03125
0.0,0.0,0.0
0.5,0.0,0.15625
0.125,0.0,0.03125
0.33333,0.14286,0.15
0.0,0.0,0.0
0.16667,0.0,0.05
0.33333,0.0,0.15
0.16667,0.0,0.05
0.25,0.0,0.09375
0.375,0.0,0.0625
0.125,0.0,0.0
0.0,0.0,0.0
0.125,0.0,0.03125
